MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
e0:91:f5:15:76:a6,NETGEAR,[WPS][ESS],2013-09-12 14:14:57,3,-93,42.3715300306736,-83.0817009890228,163.801734335707,8,WIFI
ce:a4:62:0c:94:20,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:12:05,11,-98,42.3747012221868,-83.0847692131372,162.034374465273,6,WIFI
00:25:3c:3c:09:c9,2WIRE842,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:44:27,1,-95,42.3726431734438,-83.0801922016633,162.218292654296,6,WIFI
02:1d:d5:21:6e:90,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:20:56,6,-98,42.37060948477,-83.0782584050318,165.628422124155,8,WIFI
00:1d:d5:9a:3b:20,HOME-3B22,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:02:18,6,-95,42.3754719206451,-83.0855927265058,160.436094394171,8,WIFI
ea:89:2c:cd:10:50,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:56:36,1,-91,42.3812853090658,-83.0695922525044,159.702330427716,6,WIFI
cc:a4:62:af:6d:b0,HOME-6DB2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:17:38,6,-87,42.3706551025083,-83.0811215447731,155.912876804281,6,WIFI
e0:46:9a:3a:f4:fe,NETGEAR,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 13:45:29,2,-94,42.3726899457831,-83.082322865672,163.705638146492,6,WIFI
02:1d:d3:43:57:00,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:57:34,11,-96,42.380274811182,-83.0724893352763,159.385381017006,8,WIFI
00:1d:d5:99:57:30,HOME-5732,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:12:02,11,-96,42.3747539561971,-83.0846047284448,161.723799322475,6,WIFI
e4:83:99:0d:2f:30,ATT800,[WEP][ESS],2013-09-12 14:14:52,11,-91,42.3717747686523,-83.0818230039151,162.647704887086,12,WIFI
20:10:7a:d1:3a:f7,MOTOROLA-F2175,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 13:45:45,11,-91,42.3730377965073,-83.0820832404331,163.253422546777,8,WIFI
20:e5:64:a5:5a:f0,ATT936,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:02:12,11,-96,42.3755729488306,-83.0852862656162,160.294384032075,8,WIFI
60:33:4b:e7:65:6b,Katie Edmunds's Network,[WPA2-PSK-CCMP][ESS],2013-09-12 14:15:27,1,-87,42.3712219811916,-83.0805165626254,163.468742669503,8,WIFI
e8:89:2c:66:22:70,HOME-2272,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:46:55,11,-84,42.3737111510322,-83.0804138401006,160.319626516411,12,WIFI
44:32:c8:e3:4d:10,HOME-4D10,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:44:36,11,-83,42.3725349987334,-83.08059265061,161.900380027888,8,WIFI
f0:f0:02:80:01:62,PS3-1656189,[WPA-PSK-CCMP][ESS],2013-09-12 13:45:09,6,-93,42.3720407863646,-83.081814278953,162.460813739051,6,WIFI
20:4e:7f:58:7b:40,RadioOne,[WPA2-PSK-CCMP][ESS],2013-09-11 23:13:31,6,-98,42.3704390112629,-83.0796735389587,173.725225171897,8,WIFI
7c:bf:b1:e4:32:60,ATT096,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:20:57,11,-98,42.3705917582675,-83.0783112001807,165.528136003494,8,WIFI
7c:bf:b1:e8:11:70,ATT808,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 11:37:24,1,-97,42.3701973389616,-83.0799853235151,163.776418080064,12,WIFI
e8:89:2c:2c:db:90,HOME-DB92,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:11:42,1,-94,42.3753493963043,-83.0842439638858,159.276488208826,6,WIFI
00:26:f3:cd:a5:fa,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:44:22,1,-94,42.3726961588403,-83.0800259150799,161.802295306748,8,WIFI
2c:36:f8:b9:c9:71,SOMGUEST,[ESS],2013-09-12 14:04:43,6,-95,42.3776102546846,-83.0821307000629,157.740161674968,8,WIFI
00:26:f3:cd:a5:fb,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:44:22,1,-98,42.3726961588403,-83.0800259150799,161.802295306748,8,WIFI
00:26:f2:8a:39:ed,292VYJRR,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 13:58:01,6,-80,42.3798568302248,-83.0737339533371,161.321044571667,6,WIFI
44:32:c8:87:0c:94,HOME-0C94,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:18:47,11,-97,42.3701651422837,-83.0805914310078,158.035769810751,6,WIFI
28:37:37:4b:23:55,KahnWiFi,[WPA2-PSK-CCMP][ESS],2013-09-12 14:20:55,6,-88,42.3706319560725,-83.0782040239246,165.486696046073,8,WIFI
b8:e6:25:70:27:d9,2WIRE340,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:46:55,4,-79,42.3737111510322,-83.0804138401006,160.319626516411,12,WIFI
58:6d:8f:6f:bc:46,Algheriyani,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:12:56,6,-97,42.3735974046019,-83.0854790146276,161.27937082881,6,WIFI
08:ed:b9:3d:8e:25,HP-Print-25-LaserJet 400,[ESS],2013-09-12 13:41:33,6,-96,42.3702472682337,-83.0800028627119,163.648513399017,8,WIFI
58:6d:8f:22:86:9c,Home-guest,[ESS],2013-09-12 13:48:58,11,-95,42.3756015103724,-83.0794004101337,157.354289970684,12,WIFI
00:27:22:ec:83:67,ubnt,[ESS],2013-09-12 13:59:21,7,-98,42.3785154991245,-83.0776221086126,165.953926410245,8,WIFI
10:0d:7f:93:5e:1e,Mygrls,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:14:45,6,-93,42.3719426409075,-83.0818938141032,162.906851783381,6,WIFI
00:21:7c:ea:14:41,2WIRE172,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:42:10,6,-94,42.3702932211353,-83.0800230853469,162.114126604182,8,WIFI
cc:a4:62:0c:87:f0,HOME-87F2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:46:03,11,-86,42.3732686296655,-83.08147717569,161.930299030682,8,WIFI
c4:39:3a:0f:be:6b,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:14:04,1,-95,42.3737316781747,-83.0831714498878,156.692772201095,16,WIFI
00:1f:f3:c1:a3:91,ESI 8045,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:47:07,1,-88,42.3738976572506,-83.0797465782697,156.636175797467,8,WIFI
58:6d:8f:22:86:9a,Home,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:48:39,11,-94,42.3759099269227,-83.0783714943656,154.300912480851,8,WIFI
c0:83:0a:a3:31:51,2WIRE342,[WEP][ESS],2013-09-12 14:11:51,1,-94,42.3749690166888,-83.0840590350639,161.121942612901,8,WIFI
00:22:3f:17:74:f0,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:04:22,11,-98,42.3773344394506,-83.0826981526438,157.055541327014,6,WIFI
ea:3e:fc:83:3d:b0,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:46:53,11,-92,42.3736712631773,-83.0805395275822,160.669112386612,12,WIFI
00:22:6b:7d:cb:c7,nkosazana,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:45:50,6,-90,42.3731477511712,-83.0819014046958,162.621486728264,8,WIFI
10:bf:48:e7:1b:6b,Facets,[ESS],2013-09-12 14:20:11,6,-90,42.3701912910046,-83.0780010268659,159.298349865794,8,WIFI
02:1d:d5:16:2a:30,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:14:18,6,-98,42.3731588153769,-83.0826819955776,160.98488124624,6,WIFI
00:1d:d4:36:69:e0,HOME-69E2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:08:15,11,-89,42.3785407289536,-83.0826666641508,159.32225722659,12,WIFI
00:1e:52:78:67:19,ESI 8045,[WPA2-PSK-CCMP][ESS],2013-09-12 13:47:06,11,-92,42.3738818934734,-83.0797824457548,156.683298880511,8,WIFI
f8:0b:be:20:92:f0,ATT512,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:12:02,11,-97,42.3747539561971,-83.0846047284448,161.723799322475,6,WIFI
7c:bf:b1:6f:bd:20,ATT904,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:10:38,11,-94,42.3769008790673,-83.0868085768599,161.380904990737,6,WIFI
90:b1:34:e5:1e:40,ATT856,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:45:47,1,-86,42.3730731374593,-83.0819992664275,163.076985904857,8,WIFI
00:26:f3:cd:a5:f9,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:45:21,1,-95,42.3723600696305,-83.0821179486114,163.810783442333,8,WIFI
00:26:f3:cd:a5:f8,HOME-A5F8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:45:21,1,-94,42.3723600696305,-83.0821179486114,163.810783442333,8,WIFI
cc:35:40:4c:5e:a9,HOME-5EA9,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:55:50,6,-97,42.3798061280003,-83.0705631764717,157.036405056694,8,WIFI
f8:0b:be:16:4b:60,ATT832,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:13:37,1,-99,42.3735891074058,-83.0840419790845,158.722830595522,8,WIFI
7c:bf:b1:2e:61:a0,Muhammad,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:57:37,11,-99,42.3802290345686,-83.0726456475488,159.090920689329,6,WIFI
02:1d:d4:12:e5:20,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:15:07,6,-97,42.3711808148831,-83.0813612642362,165.16298624415,6,WIFI
c0:c1:c0:43:ea:74,The Tax Experts,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2013-09-12 13:53:38,1,-98,42.3769692582089,-83.0782767058517,157.669574411601,4,WIFI
00:1d:cf:85:2f:b0,HOME-2FB2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:57:39,11,-94,42.3802150981416,-83.0727453392108,159.662268294158,6,WIFI
c8:3a:35:50:fb:c8,Tenda_50FBC8,[WPA-PSK-CCMP][ESS],2013-09-12 13:56:35,6,-95,42.3812584066696,-83.0695157466793,159.952668174126,6,WIFI
00:1d:d4:5e:c3:e0,ronald,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:18:49,11,-94,42.3700854926041,-83.0805446471859,159.501676248445,8,WIFI
00:26:f3:6b:46:c9,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:45:36,6,-93,42.3729159839534,-83.08240322396,163.634597488238,6,WIFI
00:26:f3:6b:46:c8,HOME-46c8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:45:36,6,-93,42.3729159839534,-83.08240322396,163.634597488238,6,WIFI
02:1d:d4:62:3e:60,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:20:29,1,-82,42.3704890678255,-83.077171375696,166.068605282092,16,WIFI
b0:77:ac:f3:fb:80,ATT584,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:12:31,1,-97,42.3741839942643,-83.085997561525,163.08061721082,6,WIFI
00:26:f3:cd:5c:fa,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:18:44,8,-98,42.3702287601794,-83.0805775292332,157.789662373061,8,WIFI
68:7f:74:2a:f2:e4,PurpleDove,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:13:20,1,-99,42.3733310017516,-83.0847750485226,159.56533768053,6,WIFI
00:1d:d4:5e:92:c0,The Den of Iniquity,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:47:06,6,-92,42.3738818934734,-83.0797824457548,156.683298880511,8,WIFI
60:c3:97:27:0b:a9,2WIRE495,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:12:42,10,-97,42.3738371804287,-83.0856840361808,161.869946249879,8,WIFI
44:32:c8:fb:b0:f8,HOME-B0F8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:47:19,11,-98,42.3743383626808,-83.0797158703846,159.019512099583,8,WIFI
02:1d:d5:27:f3:20,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:16:51,6,-97,42.3715642513576,-83.0802300127894,157.299698087146,6,WIFI
5c:d9:98:63:e4:58,simon,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:42:29,6,-93,42.3703873745456,-83.079950848271,161.075725377657,8,WIFI
90:b1:34:ef:02:00,ATT984,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:01:42,1,-97,42.3761703546432,-83.083704525091,163.302573017505,12,WIFI
dc:45:17:0c:d5:40,ATT136,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:54:36,6,-98,42.3782587038813,-83.0748824004613,154.73290171018,8,WIFI
28:cf:da:b1:08:f1,KahnWiFi,[WPA2-PSK-CCMP][ESS],2013-09-12 14:21:23,6,-97,42.3702058935619,-83.0794452677301,160.977872165748,6,WIFI
00:02:6f:d0:b0:38,Off the Streets,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:49:47,11,-91,42.3747798270787,-83.0816024555887,159.447667026272,8,WIFI
5c:57:1a:ec:69:50,HOME-6952,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:43:54,11,-91,42.371871214122,-83.0791833279629,159.85725850597,6,WIFI
1c:af:f7:ca:30:23,7chillys,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:15:32,6,-92,42.3713123106121,-83.0803194524629,161.383814997458,8,WIFI
00:23:51:33:28:41,2WIRE415,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:46:20,11,-86,42.3735473813163,-83.0810166596805,160.837242636483,8,WIFI
00:1c:df:e5:10:47,Beverly's?Wireless,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:02:39,6,-94,42.3751683996421,-83.0866308909721,160.856787888192,6,WIFI
dc:45:17:09:15:20,ATT344,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 12:40:40,1,-97,42.3702557246482,-83.0799640423464,163.03749866352,12,WIFI
40:b7:f3:40:37:40,ATT768,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:12:39,1,-88,42.3738774780733,-83.08574281841,162.237249965518,6,WIFI
c0:c1:c0:e0:4e:4a,Davis Family-guest,[ESS],2013-09-12 14:03:38,11,-99,42.3765957733901,-83.0847305851789,158.125664600246,6,WIFI
e4:83:99:09:d6:d0,ATT568,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:01:29,11,-98,42.3764430530501,-83.08309958708,161.897681223454,12,WIFI
90:e6:ba:8c:47:70,default,[ESS],2013-09-12 13:44:29,11,-91,42.3726030673798,-83.0802736732355,162.274157197857,8,WIFI
00:0d:f0:ac:9a:c8,vCore-TSBC09014314,[WPA2-PSK-TKIP][ESS],2013-09-12 14:07:35,11,-96,42.3792978056059,-83.0806115116876,158.963182695219,8,WIFI
02:1d:d1:1f:25:60,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:13:15,11,-96,42.3732715132173,-83.0850224801756,159.748283506297,6,WIFI
b8:3e:59:61:26:f3,DIRECT-roku-542,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 14:15:20,9,-95,42.3711237479011,-83.0808536028759,164.547969227034,8,WIFI
00:22:3f:3a:1b:34,braggs network,[WEP][ESS],2013-09-12 13:55:58,9,-93,42.3799777851506,-83.0701120848505,159.621283413963,8,WIFI
38:6b:bb:2e:8a:40,ATT568,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:03:27,1,-95,42.3763587218444,-83.0853604371006,156.077123812379,8,WIFI
02:1d:d1:7e:d3:10,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:44:23,6,-81,42.3726625542355,-83.0800583102157,161.85977147118,8,WIFI
d8:c7:c8:90:12:a1,gclabc,[WPA-EAP-TKIP][ESS],2013-09-12 14:20:14,11,-88,42.3702456319705,-83.0778364503686,159.558052255127,8,WIFI
00:1d:d4:62:3e:60,HOME-3E62,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:20:30,1,-82,42.3705118708066,-83.0771825359239,166.601276189826,16,WIFI
00:25:3c:b6:e4:79,2WIRE038,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:44:48,10,-97,42.3723558402964,-83.0810673137352,162.304075212629,8,WIFI
00:25:3c:2c:66:69,2WIRE199,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:14:58,11,-92,42.3714863205715,-83.0816826861912,163.882740058058,8,WIFI
14:5b:d1:a0:d3:e0,ATT600,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:55:26,6,-98,42.3793511940751,-83.0719540220235,156.52731012091,4,WIFI
e0:91:f5:86:d9:32,DATNIGGA,[WPA-PSK-TKIP][WPS][ESS],2013-09-12 14:07:45,11,-96,42.3791489345726,-83.0810717746314,158.663553182582,6,WIFI
20:4e:7f:40:d4:3a,TFehhh,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 14:12:42,6,-95,42.3738371804287,-83.0856840361808,161.869946249879,8,WIFI
02:1d:d5:11:d6:00,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:15:24,6,-94,42.3711850341333,-83.0806484502749,163.989070335733,8,WIFI
e8:89:2c:66:e6:60,HOME-E662,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:15:17,11,-91,42.3710785814878,-83.080998741318,164.725678490062,6,WIFI
e0:91:f5:a8:f8:ee,992277550011,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:43:48,2,-88,42.3716082540351,-83.0789621661983,158.797377579638,16,WIFI
40:b7:f3:2c:4e:b0,ATT048,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:19:21,11,-98,42.3696674193199,-83.0795174606587,159.416466916779,8,WIFI
1c:7e:e5:3a:7b:d6,ADEROALLEN-PC_Network,[WPA-PSK-TKIP][WPS][ESS],2013-09-12 13:45:58,2,-81,42.3732018518371,-83.0816701308829,162.065226137735,8,WIFI
74:9d:dc:c6:cd:b1,2WIRE014,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:17:36,4,-92,42.3706980195872,-83.0811451010224,155.949376506237,6,WIFI
02:1d:d2:38:7e:e0,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:52:55,11,-91,42.375892390737,-83.0807498374086,159.369946004373,6,WIFI
00:1f:1f:dd:91:48,APHU1,[WEP][ESS],2013-09-12 13:44:09,1,-93,42.3725170762035,-83.0795480850452,161.247235798585,8,WIFI
00:26:f3:6b:46:cb,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:45:36,6,-98,42.3729159839534,-83.08240322396,163.634597488238,6,WIFI
00:26:f3:6b:46:ca,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:45:36,6,-98,42.3729159839534,-83.08240322396,163.634597488238,6,WIFI
10:0d:7f:86:ef:be,NETGEAR01,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 14:13:35,1,-101,42.3735538790714,-83.0841440701733,158.911512542143,8,WIFI
00:1d:cf:44:d5:10,HOME-D512,[WPA2-PSK-CCMP][WPS][ESS],2013-09-11 19:32:32,6,-83,42.3700976619817,-83.0796948011154,177.29398263957,16,WIFI
10:9a:dd:8c:51:51,Owner's Network,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-11 23:01:37,11,-99,42.3701130660329,-83.0799835328942,171.559660557393,8,WIFI
a0:f3:c1:d4:24:dc,mom and pop 691,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:44:10,4,-98,42.3725587379774,-83.0795811505651,161.075649711048,8,WIFI
00:14:95:8d:70:89,blue07,[WPA-PSK-TKIP][ESS],2013-09-12 14:12:37,11,-90,42.3739386043848,-83.0857986758831,162.430920313832,6,WIFI
4c:60:de:cf:51:68,NETGEAR78,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 14:18:01,2,-93,42.370325172115,-83.0802765059974,157.233312007195,6,WIFI
ea:89:2c:69:b0:20,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:17:50,1,-79,42.3703268233155,-83.0806788615647,156.603536544406,6,WIFI
00:1d:d5:26:e5:50,HOME-E552,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:49:30,11,-98,42.3750042641781,-83.0808671962257,157.340248778896,12,WIFI
00:25:4b:07:ae:0b,BG's Wireless Network,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:19:02,6,-91,42.3699435731649,-83.0799578401534,159.979412687378,8,WIFI
3c:ea:4f:0d:1c:41,AUSTIN,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:43:03,7,-94,42.3708278983221,-83.0787455039584,158.765325556106,6,WIFI
98:fc:11:74:88:16,funnypine,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:20:57,11,-93,42.3705917582675,-83.0783112001807,165.528136003494,8,WIFI
1c:14:48:02:7a:00,ATT504,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:14:19,11,-98,42.3731145834508,-83.0826496711813,160.653790667288,6,WIFI
5c:57:1a:ec:79:20,HOME-7922,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:04:48,6,-98,42.3776303553822,-83.0818685160317,159.036815316713,8,WIFI
00:1a:8c:29:b4:c0,GCHI Public,[WPA-PSK-CCMP][ESS],2013-09-12 13:45:53,11,-99,42.3731897450658,-83.0817997456782,162.297305279355,6,WIFI
00:1a:8c:29:b4:c1,GCHI Private,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2013-09-11 19:40:48,11,-98,42.370274353409,-83.0798679297498,166.735179816922,8,WIFI
00:23:a2:dd:de:90,ATT784,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:50:27,1,-98,42.3741250046973,-83.0832284556886,159.283379187832,12,WIFI
00:18:74:4b:19:31,NSO-LC,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],2013-09-12 14:06:54,11,-94,42.3794096346676,-83.0799021377057,158.657848108407,8,WIFI
58:6d:8f:de:9f:ef,Cisco86808,[WPS][ESS],2013-09-12 14:12:37,11,-97,42.3739386043848,-83.0857986758831,162.430920313832,6,WIFI
02:1d:cf:44:d5:10,,[WPA2-PSK-CCMP][ESS],2013-09-11 19:32:32,6,-81,42.3700976619817,-83.0796948011154,177.29398263957,16,WIFI
cc:a4:62:0b:78:40,HOME-7842,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:04:13,11,-91,42.3772922369692,-83.083007158171,157.049725907553,8,WIFI
30:85:a9:8b:19:24,Knox,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:08:48,6,-97,42.3780763190134,-83.0840638174377,162.360702415778,16,WIFI
40:b7:f3:20:0e:a0,ATT216,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:53:09,6,-91,42.3762905805898,-83.0801990328496,156.65329818507,8,WIFI
f4:ea:67:62:0a:13,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:04:43,6,-94,42.3776102546846,-83.0821307000629,157.740161674968,8,WIFI
08:cc:68:3d:3a:91,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:43:49,1,-91,42.3716588874873,-83.0789813032455,158.318884120457,16,WIFI
08:cc:68:3d:3a:90,,[WPA2-PSK-CCMP][ESS],2013-09-11 20:02:43,1,-96,42.3702266566954,-83.0798820151092,161.330131899407,6,WIFI
08:cc:68:3d:3a:93,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:43:54,1,-98,42.371871214122,-83.0791833279629,159.85725850597,6,WIFI
08:cc:68:3d:3a:92,,[WPA2-PSK-CCMP][ESS],2013-09-11 19:40:06,1,-96,42.3702749219132,-83.0798804996707,167.736995579859,4,WIFI
ea:3e:fc:a0:9e:e0,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:12:21,1,-94,42.3744234154724,-83.085700421499,163.152379492224,8,WIFI
c4:3d:c7:a1:61:38,NadiaNet,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:54:48,1,-94,42.3785478495339,-83.0741531069866,157.792793954064,8,WIFI
44:32:c8:e3:47:10,HOME-4710,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:55:47,6,-86,42.3797588095047,-83.0707320064813,157.235542772383,6,WIFI
